"2000";110854;2902;10903
"2002";95074;2472;10774
"2004";125123;3200;14498
"2005";145559;3959;16231
"2006";132262;3922;16707
"2007";113725;3207;14436
"2008";112581;3356;14966
"2009";116978;3872;16903
"2010";121611;4260;18082
"2011";130401;4890;18878
"2012";134551;5338;21042
"2013";134103;5464;20844
"2014";134886;5955;22011
"2015";129337;6231;22043
"2016";126230;6284;21751
